PERSON_ID,SOURCE_PERIOD,YEAR,WEIGHT,AGE,SEX,LABOUR_STATUS,OUTCOME_STATUS,FULLTIME_PARTTIME,GROSS_WEEKLY_PAY,HOURLY_RATE,HOURPAY,HIGHEST_QUAL,HEALTH_LIMITATION,ETHNICITY,COUNTRY_NAME,COUNTRY_CODE,REGION_CODE,COMBINED_AUTHORITY,ITL2_CODE,ITL3_CODE
670.0,2019-2021,2020,0,53,1,1,2,1.0,,,,83.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
671.0,2019-2021,2020,0,50,2,1,2,1.0,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
672.0,2019-2021,2020,820,21,2,2,1,,,,,39.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
673.0,2019-2021,2021,731,37,1,3,1,,,,,48.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
674.0,2019-2021,2021,539,60,2,1,1,1.0,788.0,,26.93,24.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
675.0,2019-2021,2021,710,76,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
676.0,2019-2021,2019,685,51,2,1,1,2.0,221.0,,15.79,45.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
677.0,2019-2021,2019,0,39,1,1,2,1.0,788.0,,17.49,48.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
678.0,2019-2021,2019,0,17,2,2,2,,,,,53.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
679.0,2019-2021,2019,0,15,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
680.0,2019-2021,2020,333,59,2,1,1,2.0,,,,39.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
681.0,2019-2021,2020,197,59,1,1,1,1.0,404.0,,10.1,8.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
682.0,2019-2021,2019,709,37,2,3,1,,,,,30.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
683.0,2019-2021,2019,0,4,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
684.0,2019-2021,2019,0,2,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
685.0,2019-2021,2019,546,72,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
686.0,2019-2021,2019,0,72,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
687.0,2019-2021,2019,546,68,2,3,1,,,,,84.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
688.0,2019-2021,2020,0,33,1,1,6,1.0,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
689.0,2019-2021,2019,566,67,1,3,1,,,,,40.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
690.0,2019-2021,2019,640,61,2,1,1,2.0,215.0,10.57,9.77,30.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
691.0,2019-2021,2020,81,60,2,3,1,,,,,14.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
692.0,2019-2021,2020,0,78,1,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
693.0,2019-2021,2020,82,60,2,1,1,2.0,,80.0,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
694.0,2019-2021,2020,88,51,2,1,1,2.0,231.0,,8.25,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
695.0,2019-2021,2020,90,59,1,2,1,,,,,19.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
696.0,2019-2021,2020,233,19,2,2,1,,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
697.0,2019-2021,2020,336,17,1,1,1,1.0,180.0,4.8,4.5,55.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
698.0,2019-2021,2020,88,51,2,1,1,1.0,587.0,80.0,11.74,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
699.0,2019-2021,2020,109,52,1,1,1,1.0,769.0,,20.24,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
700.0,2019-2021,2020,0,25,1,3,2,,,,,39.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
701.0,2019-2021,2020,336,18,1,1,1,2.0,350.0,9.33,10.94,32.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
702.0,2019-2021,2020,465,39,1,1,1,1.0,788.0,,21.15,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
703.0,2019-2021,2020,0,40,2,1,2,2.0,423.0,26.0,17.63,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
704.0,2019-2021,2020,0,10,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
705.0,2019-2021,2020,0,7,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
706.0,2019-2021,2020,200,59,2,3,1,,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
707.0,2019-2021,2020,0,57,1,3,2,,,,,9.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
708.0,2019-2021,2020,204,44,2,1,1,2.0,312.0,,17.33,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
709.0,2019-2021,2020,0,11,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
710.0,2019-2021,2020,0,5,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
711.0,2019-2021,2021,351,60,2,3,1,,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
712.0,2019-2021,2021,294,70,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
713.0,2019-2021,2021,368,76,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
714.0,2019-2021,2021,329,78,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
715.0,2019-2021,2021,0,76,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
716.0,2019-2021,2021,321,65,2,3,1,,,,,25.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
717.0,2019-2021,2021,0,66,1,3,2,,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
718.0,2019-2021,2021,335,45,2,1,1,1.0,,,,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
719.0,2019-2021,2021,0,24,2,1,2,1.0,346.0,9.2,8.24,30.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
720.0,2019-2021,2021,0,24,1,1,2,1.0,,,,40.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
721.0,2019-2021,2021,362,65,2,3,1,,,,,84.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
722.0,2019-2021,2019,706,59,1,1,1,1.0,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
723.0,2019-2021,2019,685,54,2,3,1,,,,,40.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
724.0,2019-2021,2020,70,71,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
725.0,2019-2021,2019,0,51,2,1,6,1.0,,,,10.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
726.0,2019-2021,2019,0,22,1,1,6,1.0,,,,53.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
727.0,2019-2021,2019,0,13,1,4,6,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
728.0,2019-2021,2019,1117,30,1,1,1,1.0,500.0,,10.0,37.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
729.0,2019-2021,2019,1117,32,1,3,1,,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
730.0,2019-2021,2019,0,60,2,3,6,,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
731.0,2019-2021,2019,0,43,1,3,6,,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
732.0,2019-2021,2019,546,71,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
733.0,2019-2021,2019,685,54,2,1,1,2.0,231.0,80.0,11.0,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
734.0,2019-2021,2019,685,48,2,1,1,2.0,404.0,18.0,16.83,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
735.0,2019-2021,2021,0,73,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
736.0,2019-2021,2020,444,50,1,1,1,1.0,385.0,80.0,9.63,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
737.0,2019-2021,2020,0,13,2,4,4,,,,,,,3.0,1,E92000001,E12000009,-9,TLK3,TLK30
738.0,2019-2021,2020,191,54,2,1,1,2.0,788.0,,43.68,1.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
739.0,2019-2021,2020,0,54,1,1,2,1.0,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
740.0,2019-2021,2020,0,16,2,3,2,,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
741.0,2019-2021,2020,0,16,2,1,2,2.0,18.0,4.5,3.6,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
742.0,2019-2021,2020,0,32,2,1,6,1.0,,,,48.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
743.0,2019-2021,2020,0,10,1,4,6,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
744.0,2019-2021,2020,0,7,1,4,6,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
745.0,2019-2021,2020,0,6,1,4,6,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
746.0,2019-2021,2020,223,30,2,1,1,1.0,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
747.0,2019-2021,2020,0,8,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
748.0,2019-2021,2020,69,69,2,3,1,,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
749.0,2019-2021,2020,0,74,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
750.0,2019-2021,2019,744,80,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
751.0,2019-2021,2020,70,69,2,3,1,,,,,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
752.0,2019-2021,2020,73,71,1,3,7,,,,,,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
753.0,2019-2021,2020,0,34,1,3,2,,,,,45.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
754.0,2019-2021,2020,348,89,2,3,7,,,,,,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
755.0,2019-2021,2020,225,81,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
756.0,2019-2021,2020,202,83,2,3,7,,,,,,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
757.0,2019-2021,2020,184,78,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
758.0,2019-2021,2020,224,66,1,3,1,,,,,30.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
759.0,2019-2021,2020,0,54,2,1,2,1.0,462.0,,14.44,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
760.0,2019-2021,2020,212,41,2,3,1,,,,,37.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
761.0,2019-2021,2020,0,4,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
762.0,2019-2021,2020,173,80,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
763.0,2019-2021,2020,221,47,1,1,1,2.0,,,,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
764.0,2019-2021,2020,176,58,1,1,1,1.0,333.0,9.0,8.33,30.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
765.0,2019-2021,2020,177,40,2,1,1,1.0,452.0,11.15,11.3,14.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
766.0,2019-2021,2020,223,42,2,1,1,2.0,183.0,9.8,10.17,36.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
767.0,2019-2021,2020,0,13,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
768.0,2019-2021,2020,0,11,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
769.0,2019-2021,2020,199,65,1,3,1,,,,,1.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
770.0,2019-2021,2020,0,61,2,3,2,,,,,18.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
771.0,2019-2021,2020,194,48,2,1,1,2.0,760.0,,24.52,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
772.0,2019-2021,2020,0,46,1,1,2,1.0,788.0,,20.6,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
773.0,2019-2021,2020,171,82,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
774.0,2019-2021,2020,188,81,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
775.0,2019-2021,2021,405,39,1,1,1,1.0,577.0,,15.59,18.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
776.0,2019-2021,2021,0,69,2,3,2,,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
777.0,2019-2021,2021,376,64,2,3,1,,,,,84.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
778.0,2019-2021,2021,380,78,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
779.0,2019-2021,2021,418,79,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
780.0,2019-2021,2019,631,61,1,1,1,2.0,,,,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
781.0,2019-2021,2019,610,50,2,1,1,2.0,535.0,,19.11,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
782.0,2019-2021,2019,0,15,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
783.0,2019-2021,2019,471,72,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
784.0,2019-2021,2019,669,75,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
785.0,2019-2021,2020,170,50,2,1,1,1.0,615.0,,17.57,19.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
786.0,2019-2021,2020,176,62,1,1,1,1.0,423.0,,10.07,80.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
787.0,2019-2021,2020,0,19,2,1,2,1.0,308.0,,8.11,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
788.0,2019-2021,2020,0,17,2,1,2,2.0,35.0,4.0,4.38,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
789.0,2019-2021,2020,0,37,2,3,2,,,,,18.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
790.0,2019-2021,2020,426,43,1,1,1,1.0,480.0,12.0,12.0,8.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
791.0,2019-2021,2020,0,2,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
792.0,2019-2021,2020,0,0,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
793.0,2019-2021,2019,634,44,2,3,1,,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
794.0,2019-2021,2019,0,11,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
795.0,2019-2021,2019,0,9,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
796.0,2019-2021,2020,60,70,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
797.0,2019-2021,2020,78,75,1,3,7,,,,,,2.0,7.0,1,E92000001,E12000009,-9,TLK3,TLK30
798.0,2019-2021,2020,60,72,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
799.0,2019-2021,2020,63,74,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
800.0,2019-2021,2020,86,76,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
801.0,2019-2021,2019,634,40,2,2,1,,,,,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
802.0,2019-2021,2019,0,2,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
803.0,2019-2021,2019,0,1,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
804.0,2019-2021,2019,0,5,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
805.0,2019-2021,2019,0,68,2,3,2,,,,,84.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
806.0,2019-2021,2019,821,40,1,1,1,1.0,,,,1.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
807.0,2019-2021,2019,0,37,2,1,2,2.0,219.0,,9.95,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
808.0,2019-2021,2019,0,7,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
809.0,2019-2021,2019,0,5,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
810.0,2019-2021,2020,273,71,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
811.0,2019-2021,2020,344,78,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
812.0,2019-2021,2020,273,69,2,3,1,,,,,24.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
813.0,2019-2021,2020,344,90,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
814.0,2019-2021,2020,345,52,2,1,1,1.0,593.0,9.15,10.4,14.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
815.0,2019-2021,2020,433,48,1,1,1,1.0,,,,58.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
816.0,2019-2021,2020,271,56,2,1,1,2.0,,,,48.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
817.0,2019-2021,2020,0,81,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
818.0,2019-2021,2020,313,51,1,1,1,1.0,578.0,11.91,15.21,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
819.0,2019-2021,2020,0,48,1,1,2,1.0,413.0,,9.18,83.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
820.0,2019-2021,2020,314,29,2,1,1,1.0,687.0,15.65,18.08,8.0,1.0,2.0,1,E92000001,E12000009,-9,TLK3,TLK30
821.0,2019-2021,2020,277,62,1,2,1,,,,,37.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
822.0,2019-2021,2021,360,39,2,1,1,2.0,24.0,17.0,8.0,18.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
823.0,2019-2021,2021,0,46,1,1,2,1.0,788.0,80.0,17.96,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
824.0,2019-2021,2021,351,86,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
825.0,2019-2021,2021,0,87,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
826.0,2019-2021,2021,448,59,2,1,1,1.0,365.0,80.0,9.86,48.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
827.0,2019-2021,2021,360,38,2,1,1,1.0,508.0,12.5,12.7,30.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
828.0,2019-2021,2021,0,38,1,1,2,1.0,277.0,,6.93,45.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
829.0,2019-2021,2021,0,19,2,3,2,,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
830.0,2019-2021,2021,0,14,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
831.0,2019-2021,2021,0,20,1,1,2,1.0,369.0,9.2,9.23,48.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
832.0,2019-2021,2021,440,76,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
833.0,2019-2021,2021,0,77,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
834.0,2019-2021,2021,0,46,1,1,2,2.0,85.0,8.65,8.5,84.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
835.0,2019-2021,2021,485,76,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
836.0,2019-2021,2021,0,49,2,1,2,1.0,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
837.0,2019-2021,2021,0,27,1,1,2,1.0,,,,66.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
838.0,2019-2021,2019,723,86,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
839.0,2019-2021,2019,0,59,2,1,2,1.0,240.0,8.9,6.32,66.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
840.0,2019-2021,2020,70,71,1,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
841.0,2019-2021,2020,0,71,2,3,7,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
842.0,2019-2021,2019,688,40,2,1,1,2.0,,,,36.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
843.0,2019-2021,2019,0,5,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
844.0,2019-2021,2019,545,70,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
845.0,2019-2021,2019,525,73,2,1,1,2.0,81.0,8.5,5.79,18.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
846.0,2019-2021,2019,0,35,1,3,2,,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
847.0,2019-2021,2019,775,32,2,1,1,2.0,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
848.0,2019-2021,2019,0,12,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
849.0,2019-2021,2019,0,6,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
850.0,2019-2021,2019,0,1,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
851.0,2019-2021,2019,619,59,2,3,1,,,,,14.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
852.0,2019-2021,2019,1797,19,2,3,1,,,,,60.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
853.0,2019-2021,2019,0,1,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
854.0,2019-2021,2019,685,58,1,1,1,1.0,769.0,,19.72,39.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
855.0,2019-2021,2019,0,79,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
856.0,2019-2021,2020,344,78,1,3,7,,,,,,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
857.0,2019-2021,2020,273,69,2,3,1,,,,,58.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
858.0,2019-2021,2020,79,60,2,1,1,2.0,,,,1.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
859.0,2019-2021,2020,0,43,2,1,6,1.0,,,,1.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
860.0,2019-2021,2020,0,13,2,4,6,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
861.0,2019-2021,2020,0,68,2,3,2,,,,,84.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
862.0,2019-2021,2020,0,75,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
863.0,2019-2021,2020,0,43,1,1,2,1.0,,,,52.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
864.0,2019-2021,2020,0,17,1,3,2,,,,,84.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
865.0,2019-2021,2020,344,89,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
866.0,2019-2021,2020,375,84,2,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
867.0,2019-2021,2020,433,49,1,1,1,1.0,731.0,20.0,19.76,8.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
868.0,2019-2021,2020,0,45,2,1,2,2.0,123.0,80.0,8.2,10.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
869.0,2019-2021,2020,0,17,1,3,2,,,,,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
870.0,2019-2021,2020,0,15,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
871.0,2019-2021,2020,283,72,1,3,7,,,,,,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
872.0,2019-2021,2020,273,70,2,1,1,2.0,,,,1.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
873.0,2019-2021,2020,226,42,2,1,1,2.0,122.0,9.0,5.08,30.0,1.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
874.0,2019-2021,2020,0,43,1,1,2,1.0,,,,83.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
875.0,2019-2021,2020,0,12,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
876.0,2019-2021,2020,0,8,1,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
877.0,2019-2021,2020,226,43,2,3,1,,,,,30.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
878.0,2019-2021,2020,0,50,1,1,2,1.0,365.0,,8.69,58.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
879.0,2019-2021,2020,0,15,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
880.0,2019-2021,2020,0,12,2,4,4,,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
881.0,2019-2021,2020,194,52,2,1,1,2.0,237.0,9.5,9.12,58.0,2.0,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
882.0,2019-2021,2020,0,23,1,1,2,1.0,,,,,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
883.0,2019-2021,2020,164,70,2,3,7,,,,,,1.0,3.0,1,E92000001,E12000009,-9,TLK3,TLK30
884.0,2019-2021,2020,0,69,1,3,2,,,,,37.0,,1.0,1,E92000001,E12000009,-9,TLK3,TLK30
